x,y,series
0.0,0.003339492707657002,curve
0.005025125628140704,-0.0016341182198551865,curve
0.010050251256281407,0.014040010925818934,curve
0.01507537688442211,0.0036025066209384414,curve
0.020100502512562814,-0.008875779011565048,curve
0.02512562814070352,0.009475866201369709,curve
0.03015075376884422,0.028819439728546885,curve
0.035175879396984924,0.022284830004713006,curve
0.04020100502512563,-0.009996291099118659,curve
0.04522613065326633,-0.020335569444939902,curve
0.05025125628140704,-0.006405627126987271,curve
0.05527638190954774,0.008205653183034078,curve
0.06030150753768844,-0.03752286863781877,curve
0.06532663316582915,0.006535266782364032,curve
0.07035175879396985,-0.011674404536378316,curve
0.07537688442211056,0.0014050937724778,curve
0.08040201005025126,0.008530620614552965,curve
0.08542713567839195,0.017108711847482704,curve
0.09045226130653267,0.03644343022911717,curve
0.09547738693467336,0.05470434260324573,curve
0.10050251256281408,0.037905890129898416,curve
0.10552763819095477,0.07551559779641959,curve
0.11055276381909548,0.0437747402568227,curve
0.11557788944723618,0.07425562622967699,curve
0.12060301507537688,0.09673229054324707,curve
0.12562814070351758,0.0932590001112722,curve
0.1306532663316583,0.09043116089476656,curve
0.135678391959799,0.10185684746577775,curve
0.1407035175879397,0.12698849363351672,curve
0.1457286432160804,0.15699324643502396,curve
0.15075376884422112,0.14912651519020959,curve
0.15577889447236182,0.18181446971633522,curve
0.16080402010050251,0.19911250512810055,curve
0.1658291457286432,0.22873269424759546,curve
0.1708542713567839,0.23689757261658437,curve
0.17587939698492464,0.25328384084651867,curve
0.18090452261306533,0.2454369663007394,curve
0.18592964824120603,0.2669705692812988,curve
0.19095477386934673,0.2950073700759897,curve
0.19597989949748745,0.31772548400076095,curve
0.20100502512562815,0.2700487305052271,curve
0.20603015075376885,0.33182604738169713,curve
0.21105527638190955,0.33383699159028657,curve
0.21608040201005024,0.3270840421544476,curve
0.22110552763819097,0.32056012387809735,curve
0.22613065326633167,0.31218183836678876,curve
0.23115577889447236,0.35027801898154765,curve
0.23618090452261306,0.3625298970232827,curve
0.24120603015075376,0.36118594802976123,curve
0.24623115577889448,0.3529670875223025,curve
0.25125628140703515,0.33506052092682126,curve
0.2562814070351759,0.3047754594146847,curve
0.2613065326633166,0.329700525732269,curve
0.2663316582914573,0.34361748713045226,curve
0.271356783919598,0.3052962841686096,curve
0.2763819095477387,0.3394407622117367,curve
0.2814070351758794,0.340528129508852,curve
0.2864321608040201,0.34617734402711325,curve
0.2914572864321608,0.30884570083772483,curve
0.2964824120603015,0.319522280798466,curve
0.30150753768844224,0.32422169009933505,curve
0.3065326633165829,0.30972196620685527,curve
0.31155778894472363,0.3680532364218367,curve
0.3165829145728643,0.32348174564645005,curve
0.32160804020100503,0.34010503777098694,curve
0.32663316582914576,0.32847654734895304,curve
0.3316582914572864,0.3654414094794452,curve
0.33668341708542715,0.3603097217470521,curve
0.3417085427135678,0.3467119581280252,curve
0.34673366834170855,0.29013469098822753,curve
0.35175879396984927,0.3354294490107839,curve
0.35678391959798994,0.34827793339246205,curve
0.36180904522613067,0.35493872647753466,curve
0.36683417085427134,0.3228067209915988,curve
0.37185929648241206,0.37197260053199377,curve
0.3768844221105528,0.30956783769701357,curve
0.38190954773869346,0.32328385599762016,curve
0.3869346733668342,0.3558680198949591,curve
0.3919597989949749,0.3389402738952288,curve
0.3969849246231156,0.37896858067121647,curve
0.4020100502512563,0.3438576468697841,curve
0.40703517587939697,0.3288372064618808,curve
0.4120603015075377,0.3356609157795875,curve
0.4170854271356784,0.32345624873989315,curve
0.4221105527638191,0.3222165402260127,curve
0.4271356783919598,0.3633715215999737,curve
0.4321608040201005,0.3659703699380147,curve
0.4371859296482412,0.38451074322957685,curve
0.44221105527638194,0.3485949564407401,curve
0.4472361809045226,0.40344302994231207,curve
0.45226130653266333,0.3709047460829365,curve
0.457286432160804,0.4162547560680047,curve
0.4623115577889447,0.38543590456042837,curve
0.46733668341708545,0.3899788109491098,curve
0.4723618090452261,0.42157351378742436,curve
0.47738693467336685,0.4503566696286575,curve
0.4824120603015075,0.4472633510771561,curve
0.48743718592964824,0.4476512059656953,curve
0.49246231155778897,0.44863030796015585,curve
0.49748743718592964,0.4640069143560242,curve
0.5025125628140703,0.5188412266289134,curve
0.507537688442211,0.545164446709816,curve
0.5125628140703518,0.5381772139851212,curve
0.5175879396984925,0.5352944315783713,curve
0.5226130653266332,0.5885581234069552,curve
0.5276381909547738,0.5586392030352464,curve
0.5326633165829145,0.5818750495886482,curve
0.5376884422110553,0.6191536238525109,curve
0.542713567839196,0.5710554743231843,curve
0.5477386934673367,0.6318997799980055,curve
0.5527638190954774,0.6195311906641605,curve
0.5577889447236181,0.6393234099694066,curve
0.5628140703517588,0.6406912909206182,curve
0.5678391959798995,0.6505201224969097,curve
0.5728643216080402,0.6639450352353202,curve
0.577889447236181,0.6378873497140762,curve
0.5829145728643216,0.6839653576397504,curve
0.5879396984924623,0.6721345781805007,curve
0.592964824120603,0.6761984532661292,curve
0.5979899497487438,0.6840349048884748,curve
0.6030150753768845,0.6776559237215951,curve
0.6080402010050251,0.6797472802786382,curve
0.6130653266331658,0.6651697403679682,curve
0.6180904522613065,0.6357749948320699,curve
0.6231155778894473,0.6621475291877694,curve
0.628140703517588,0.6499022222168276,curve
0.6331658291457286,0.6372051910297301,curve
0.6381909547738693,0.6711344491433575,curve
0.6432160804020101,0.6548496896259048,curve
0.6482412060301508,0.6458399299999736,curve
0.6532663316582915,0.6457599780831972,curve
0.6582914572864321,0.6721483242084406,curve
0.6633165829145728,0.6740958252637808,curve
0.6683417085427136,0.6935020857777231,curve
0.6733668341708543,0.6668985966568757,curve
0.678391959798995,0.6881360382882626,curve
0.6834170854271356,0.6954702246059464,curve
0.6884422110552764,0.6905623221295488,curve
0.6934673366834171,0.6204008057979371,curve
0.6984924623115578,0.692448167627658,curve
0.7035175879396985,0.6748609562115152,curve
0.7085427135678392,0.6767722551699874,curve
0.7135678391959799,0.6759929470926584,curve
0.7185929648241206,0.6765491758787968,curve
0.7236180904522613,0.6756748516827401,curve
0.7286432160804021,0.662583108671416,curve
0.7336683417085427,0.6323041938893438,curve
0.7386934673366834,0.6688569853329701,curve
0.7437185929648241,0.6558084192550474,curve
0.7487437185929648,0.6945152438229047,curve
0.7537688442211056,0.6683845459382666,curve
0.7587939698492463,0.6773411447754906,curve
0.7638190954773869,0.6605080384793027,curve
0.7688442211055276,0.6694948336170181,curve
0.7738693467336684,0.68213393239454,curve
0.7788944723618091,0.6558463733290071,curve
0.7839195979899498,0.6953807764312422,curve
0.7889447236180904,0.6917839601021936,curve
0.7939698492462312,0.6755629202987685,curve
0.7989949748743719,0.6576301898305242,curve
0.8040201005025126,0.7232290698670496,curve
0.8090452261306533,0.7155453468321594,curve
0.8140703517587939,0.7206618780662717,curve
0.8190954773869347,0.7375882571996242,curve
0.8241206030150754,0.7909780204376918,curve
0.8291457286432161,0.7672244787381389,curve
0.8341708542713568,0.7846414909916809,curve
0.8391959798994975,0.7687864255658909,curve
0.8442211055276382,0.8477736883991418,curve
0.8492462311557789,0.849855769093691,curve
0.8542713567839196,0.86957424166027,curve
0.8592964824120604,0.8656353327631594,curve
0.864321608040201,0.8988666290713347,curve
0.8693467336683417,0.9029426791058347,curve
0.8743718592964824,0.9217099156869146,curve
0.8793969849246231,0.9191181422074124,curve
0.8844221105527639,0.9041217044971336,curve
0.8894472361809045,0.9643233415152977,curve
0.8944723618090452,0.9139393671681691,curve
0.8994974874371859,0.9555495714718494,curve
0.9045226130653267,0.9628803633034037,curve
0.9095477386934674,0.9517568659644646,curve
0.914572864321608,0.989652636037655,curve
0.9195979899497487,0.9774024939858986,curve
0.9246231155778895,0.9760370809072966,curve
0.9296482412060302,0.997977908496659,curve
0.9346733668341709,0.980382207413606,curve
0.9396984924623115,1.0196267409275972,curve
0.9447236180904522,1.0004748562134462,curve
0.949748743718593,0.9852783664253405,curve
0.9547738693467337,0.956966728790097,curve
0.9597989949748744,0.970591410730745,curve
0.964824120603015,1.0192182932390281,curve
0.9698492462311558,0.997073368197618,curve
0.9748743718592965,0.9929184218690184,curve
0.9798994974874372,1.031852312118986,curve
0.9849246231155779,0.9736673991264336,curve
0.9899497487437187,0.9878801743720085,curve
0.9949748743718593,0.9903651557046486,curve
1.0,1.011726745630626,curve
